Órgão superior;Órgão subordinado;Unidade administrativa;Número do contrato;Número do ICJ;Número do processo;Enquadramento do Processo;Fornecedor;CNPJ/CPF;Objeto da contratação;Fundamento legal;Início da vigência;Fim da vigência;Valor do contrato;Saldo bruto do contrato;Saldo inativo;Situação;Número dos aditivos
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512482;2050.0056853.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ALUGUEL DE UEH PARA O CAMPO DE MARLIM POÇO PC-2   PDA:187-90750/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;22/02/2010;01/02/2031;US$ 965.582,31;US$ 730.976,12;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512483;2050.0057317.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ÁRVORE DE NATAL MOLHADA CCB-176 - CAMPO DE ALBACORA;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;04/03/2010;04/12/2026;US$ 2.669.779,45;US$ 1.753.986,90;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512484;2050.0057600.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ARVORE DE NATAL MOLHADA CCB-169 - CAMPO DE MARIMBÁ - PDA 187-91355/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;29/03/2010;29/12/2026;US$ 2.804.011,36;US$ 1.933.343,49;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512485;2050.0057867.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ANM FC-236 - CAMPO: ALBACORA - PDA 187-91348/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;30/03/2010;30/12/2026;US$ 2.617.851,18;US$ 1.942.976,98;US$ 0,00;Concluído;800
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512486;2050.0057897.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ALUGUEL DE UMBILICAL ELETROHIDRAULICO PARA O CAMPO E ALBACORA - PDA 187-90934/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;19/05/2010;28/04/2031;US$ 1.450.414,21;US$ 962.187,74;US$ 0,00;Concluído;800
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512487;2050.0058248.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;UMBILICAL SUBMARINO ELETRO-HIDRÁULICO POÇO PS-6 MARLIM - PDA187-91856/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;20/04/2010;30/03/2031;US$ 1.226.964,48;US$ 938.733,60;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512488;2050.0058375.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ALUGUEL DE RISER FLEXIVEL CAMPO DE MARLIM - POÇO PS6 PDA 187-92009/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;28/04/2010;28/01/2027;US$ 2.191.273,14;US$ 1.466.084,13;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512489;2050.0058376.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ALUGUEL DE FLOWLINE FLEXIVEL CAMPO MARLIM- POÇO PS-6- PDA 187-92011/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;28/04/2010;28/01/2027;US$ 833.111,86;US$ 576.342,09;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512490;2050.0059115.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;UMBILICAL SUBMARINO ELETROHIDRÁULICO ENO-13 ENCHOVA OESTE - 187-92734/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;27/05/2010;26/02/2027;US$ 2.681.553,75;US$ 1.860.965,40;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512491;2050.0059525.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ARVORE DE NATAL MOLHADA AS-127 - CAMPO MARLIM LESTE - PDA 187-93120/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;16/08/2010;18/05/2027;US$ 2.523.273,84;US$ 1.710.313,38;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512492;2050.0059723.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;CONTT ALUGUEL UMBILICAL SUBMARINO ELETRO-HIDRÁULICO_MARIMBÁ SIMENTAL_187-93259/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;24/06/2010;03/06/2031;US$ 1.496.124,80;US$ 1.132.518,40;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512493;2050.0059724.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;CONTT ALUGUEL UMBILICAL SUBMARINO ELETRO-HIDRÁULICO_MARIMBÁ MA31_187-93260/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;24/06/2010;03/06/2031;US$ 1.626.303,43;US$ 1.248.670,75;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512494;2050.0059980.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ARVORE DE NATAL MOLHADA CCB-177 - CAMPO DE ALBACORA - PDA 187-93452/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;20/09/2010;22/06/2027;US$ 2.919.450,60;US$ 1.965.805,20;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512495;2050.0060036.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ESTRUTURA FLEXÍVEL DE 2.1/2", 4" E 6" - MARIMBÁ - SIMENTAL - PDAS 187-93545/10 E 187-93546/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;29/07/2010;30/04/2027;US$ 3.781.718,20;US$ 2.642.084,90;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512496;2050.0060677.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ALUGUEL DE LINHAS FLEXIVEIS - POÇO MRL CO-W - PDA 187-93936/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;09/08/2010;11/05/2027;US$ 1.430.824,14;US$ 958.710,80;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512497;2050.0060797.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ALUGUEL DE LINHAS FELXIVEIS - POÇO AB 103- ALBACORA - PDA 187-94048/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;09/08/2010;11/05/2027;US$ 655.873,92;US$ 439.462,40;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512498;2050.0060888.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;UMBILICAL ELETRO-HIDRÁULICO SUBMARINO - CAMPO DE ALBACORA - PDA 187-94060/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;09/08/2010;19/07/2031;US$ 716.916,96;US$ 544.094,40;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512499;2050.0060906.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ALUGUEL DE LINHA FLEXIVEL - POÇO AB-108 -ALBACORA - PDA 187-93002/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;09/08/2010;11/05/2027;US$ 1.470.861,99;US$ 985.537,80;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512500;2050.0060974.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ANM VG110 - MARLIM - PDA 187-94272;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;16/08/2010;18/05/2027;US$ 2.438.242,08;US$ 1.706.652,12;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512501;2050.0061251.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ALUGUEL DE LINHAS FLEXIVEIS- POÇO BRAVA - MARLIM - PDA 187-94498/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;27/08/2010;29/05/2027;US$ 8.015.474,52;US$ 5.616.795,20;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512502;2050.0061295.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;LINHAS FLEXÍVEIS MA-31 (GL E PROD)- PDAS: 187-94535/10 E 187-94536/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;17/09/2010;19/06/2027;US$ 4.636.325,40;US$ 3.188.304,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512503;2050.0063206.10.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;MODULO DE BOMBEIO - CAMPO: ESPADARTE - PDA 187-95514/10;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;24/01/2011;03/01/2032;US$ 6.166.947,84;US$ 4.851.712,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512504;2050.0065578.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ESTRUTURA FLEXÍVEL  - ESPADARTE - ESP-48 - PDA 187-91224/11;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;28/02/2011;30/11/2027;US$ 1.737.536,00;US$ 1.190.962,75;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512505;2050.0065662.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;UMBILICAL SUBMARINO - PDA 187-91294/11 - ESP-48 - CAMPO ESPADARTE;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;03/03/2011;10/02/2032;US$ 1.403.984,45;US$ 1.077.382,12;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512506;2050.0065732.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ÁRVORE DE NATAL MOLHADA AS-144;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;18/04/2011;18/01/2028;US$ 3.352.857,84;US$ 2.402.843,36;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512507;2050.0065735.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ALUGUEL DE LINHAS FLEXIVEIS POÇO ESP-48 - ESPADARTE - PDA 187-91323/11;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;16/03/2011;16/12/2027;US$ 7.058.076,48;US$ 4.845.964,14;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512508;2050.0065785.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ARVORE DE NATAL MOLHADA CCB-186 CAMPO: JUBARTE - PDA: 187-91497/11;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;09/05/2011;08/02/2028;US$ 3.024.426,90;US$ 2.234.464,65;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512509;2050.0066493.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ALUGUEL UMBILICAL MARINE POÇO MSP-DL-AB-5 - ALBACORA - PDA 187-91386/11;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;15/04/2011;24/03/2032;US$ 6.371.058,72;US$ 4.899.739,66;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512510;2050.0067921.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;UMBILICAL SUBMARINO - AB-91 - CAMPO:ALBACORA - PDA:187-93389/11;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;08/07/2011;16/06/2032;US$ 1.222.600,32;US$ 944.200,48;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512511;2050.0068024.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;UMBILICAL - CAMPO:MARLIM - PDA:187-93471/11;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;03/08/2011;12/07/2032;US$ 1.222.815,76;US$ 970.273,32;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512512;2050.0068182.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;UMBILICAL SUBMARINO - INJEÇÃO - P-37 - CAMPO:MARLIM - PDA:187-93572/11;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;28/06/2011;06/06/2032;US$ 842.200,64;US$ 667.221,60;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512513;2050.0069500.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;UMBIL ELET. HIDR.-MARLIM-P-37-POÇO SSAO INTER. MRL-141 RJS-488 PDA 187-94774/11;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;31/08/2011;09/08/2032;US$ 4.136.344,74;US$ 3.223.294,03;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512514;2050.0070068.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ALUGUEL DE LINHAS FLEXIVEIS PO-7 MARLIM - PDA 187-95232/11;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;07/10/2011;08/07/2028;US$ 6.086.754,46;US$ 4.304.518,68;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512515;2050.0070204.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ESTRUTURA FLEXÍVEL  - ESPADARTE - ESP-23 - PDA: 187-94848/11;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;30/09/2011;01/07/2028;US$ 5.960.045,46;US$ 3.596.129,05;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512516;2050.0071005.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;FLOWLINE FLEXIVEL - PL07 - CAMPO MARLIM - PDA 187-96046/11;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;24/10/2011;25/07/2028;US$ 7.205.290,20;US$ 5.103.354,78;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512517;2050.0072490.11.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ÁRVORE DE NATAL MOLHADA CCB-299 CAMPO CONGRO;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;21/12/2011;21/09/2028;US$ 4.013.362,08;US$ 2.857.189,14;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512518;2050.0073441.12.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ALUGUEL DE LINHAS FLEXIVEIS - POÇO LOC-I1- CONGRO - PDA 187-90601/12;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;29/02/2012;11/12/2026;US$ 4.998.019,74;US$ 3.580.372,32;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512519;2050.0073862.12.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ARVORE DE NATAL MOLHADA CCB 300 - CAMPO: ESPADARTE;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;22/03/2012;02/01/2027;US$ 3.542.946,60;US$ 2.443.928,09;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512520;2050.0074185.12.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;UMBILICAL ELETRO-HIDRAULICO POÇO PL-07 PDA 187-91207/12;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;13/03/2012;04/09/2030;US$ 1.324.863,93;US$ 986.542,96;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512521;2050.0074239.12.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;UMBILICAL ELETRO HIDRAULICO - CAMPO DE MARLIM - PL-7 - 187-91206/12;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;12/03/2012;03/09/2030;US$ 820.884,00;US$ 615.816,15;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512522;2050.0077436.12.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ÁRVORE DE NATAL MOLHADA AS-136 - CAMPO DE APLICAÇÃO: MARLIM - PDA 187-93864/12;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;10/08/2012;23/05/2027;US$ 2.768.562,96;US$ 1.877.645,92;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512523;2050.0078810.12.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;TUBO FLEXIVEL 4" - CHERNE - MSGL - PDA:187-95360/12;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;02/10/2012;26/03/2031;US$ 5.187.428,48;US$ 3.882.180,48;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512524;2050.0081052.13.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ÁRVORE DE NATAL MOLHADA FC-284-CAMPO MARLIM-PDA:187-90214/13;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;25/01/2013;22/01/2023;US$ 3.927.868,58;US$ 0,00;US$ 1.564.141,54;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512526;2050.0082053.13.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ÁRVORE DE NATAL MOLHADA FC 292 - CAMPO MARLIM - 187-91220-13;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;20/03/2013;17/03/2023;US$ 3.854.869,98;US$ 0,00;US$ 2.029.187,16;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512528;2050.0082660.13.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ARVORE DE NATAL MOLHADA FC-294 - CAMPO MARLIM - PDA 187-91803/13;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;26/04/2013;23/04/2023;US$ 4.008.097,20;US$ 0,00;US$ 2.136.150,68;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512529;2050.0082856.13.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;ÁRVORE DE NATAL MOLHADA FC-296-CAMPO DE MARLIM-PDA:187-91967/13;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;08/05/2013;05/05/2023;US$ 4.086.000,18;US$ 0,00;US$ 2.186.208,15;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512530;2050.0083805.13.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;TUBO FLEX. GAS LIFT - MARLIM - PN-23 - PDA 187-92875/13;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;03/07/2013;30/06/2023;US$ 707.909,90;US$ 0,00;US$ 385.498,05;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512531;2050.0085629.13.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;FLOWLINE - NOV - MARLIM - PL08 - 187:92778/13;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;28/08/2013;25/08/2023;US$ 4.921.211,90;US$ 0,00;US$ 2.724.808,45;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512532;2050.0085633.13.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;FLOWLINE - NOV - MARLIM - PN07 - 187:92779/13;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;28/08/2013;25/08/2023;US$ 7.243.221,48;US$ 0,00;US$ 3.852.336,12;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512533;2050.0085634.13.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;FLOWLINE - NOV - MARLIM - PN13 - 187:92780/13;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;28/08/2013;25/08/2023;US$ 1.764.941,86;US$ 0,00;US$ 977.224,43;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600512534;2050.0085640.13.2;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;FLOWLINE - NOV - MARLIM - PN23 - 187:94570/13;Dispensa, Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS, pessoas jurídicas direito públ.interno, emp.públ, fund. etc;28/08/2013;25/08/2023;US$ 2.508.453,20;US$ 0,00;US$ 1.388.896,60;Concluído;
